ledger_id,sku_code,movement_type,qty_change,reference_id,movement_date
LED-001258846,NQ-PNT-004-S-BLK,판매출고,-1,ORD-000732966,2026-03-04T08:20:00
LED-000592518,NQ-TOP-001-M-WHT,판매출고,-1,ORD-000343672,2025-07-30T14:56:00
LED-001838337,NQ-OUT-001-S-BLK,판매출고,-1,ORD-001072058,2026-07-05T23:18:00
LED-000787407,NQ-TOP-003-M-GRY,반품입고,1,ORD-000456736,2025-10-27T00:00:00
LED-001259111,NQ-CLR-WRM-001-M-IVR,불량처리,0,ORD-000733124,2026-03-10T00:00:00
LED-000046516,NQ-TOP-001-L-LYL,판매출고,-1,ORD-000026440,2024-05-11T18:17:00
LED-000889831,NQ-OUT-001-L-NVY,판매출고,-1,ORD-000516565,2025-11-23T23:54:00
LED-000753048,NQ-PNT-004-XS-BEG,판매출고,-1,ORD-000436907,2025-10-01T13:31:00
LED-000856738,NQ-CLR-WRM-001-M-IVR,판매출고,-1,ORD-000497117,2025-11-15T17:59:00
LED-000561735,NQ-CLR-WRM-004-L-IVR,반품입고,1,ORD-000325862,2025-08-17T00:00:00
LED-000705985,NQ-TOP-001-L-SKB,반품입고,1,ORD-000409528,2025-10-02T00:00:00
LED-000712355,NQ-CLR-MUT-003-L-IVR,판매출고,-1,ORD-000413248,2025-09-13T13:45:00
LED-000691756,NQ-TOP-004-3XL-WHT,판매출고,-1,ORD-000401332,2025-09-05T11:28:00
LED-000734332,NQ-TOP-003-XL-WHT,판매출고,-1,ORD-000426036,2025-09-23T20:01:00
LED-001863257,NQ-CLR-MUT-003-S-IVR,판매출고,-1,ORD-001086636,2026-07-11T18:51:00
LED-000795126,NQ-OUT-002-M-BLK,판매출고,-1,ORD-000461230,2025-10-19T13:32:00
LED-000218551,NQ-PNT-001-2XL-BLK,판매출고,-1,ORD-000126708,2024-12-26T15:18:00
LED-000143525,NQ-PNT-004-2XL-BEG,판매출고,-1,ORD-000082920,2024-10-11T20:50:00
LED-000213779,NQ-TOP-001-M-ORC,판매출고,-1,ORD-000123881,2024-12-22T16:46:00
LED-001864315,NQ-CLR-MUT-006-L-IVR,판매출고,-1,ORD-001087238,2026-07-11T20:04:00
LED-001284170,NQ-ACC-BLT-002-FREE-WHT,판매출고,-1,ORD-000747712,2026-03-07T13:05:00
LED-001650496,NQ-DRS-002-S-BLK,판매출고,-1,ORD-000962398,2026-05-22T14:12:00
LED-000970326,NQ-PNT-003-4XL-GRY,판매출고,-1,ORD-000564183,2025-12-13T17:51:00
LED-001466797,NQ-TOP-002-S-BLK,판매출고,-1,ORD-000855327,2026-04-08T19:34:00
LED-000075590,NQ-TOP-002-S-BLK,판매출고,-1,ORD-000043476,2024-07-08T21:41:00
LED-000109302,NQ-TOP-001-L-ORC,판매출고,-1,ORD-000062985,2024-08-17T08:55:00
LED-001477416,NQ-PNT-003-3XL-BLK,판매출고,-1,ORD-000861463,2026-04-11T22:15:00
LED-002104009,NQ-CLR-COOL-002-M-IVR,판매출고,-1,ORD-001236239,2026-08-14T15:04:00
LED-000773819,NQ-PNT-001-L-KHK,불량처리,0,ORD-000448853,2025-10-22T00:00:00
LED-000229931,NQ-TOP-001-S-NVY,판매출고,-1,ORD-000133399,2025-01-04T22:36:00
LED-001256674,NQ-TOP-001-M-GRY,판매출고,-1,ORD-000731705,2026-03-04T16:16:00
LED-001465129,NQ-PNT-001-L-BLK,판매출고,-1,ORD-000854354,2026-04-07T12:45:00
LED-002006036,NQ-CLR-MUT-003-L-ASH,판매출고,-1,ORD-001172353,2026-08-02T16:16:00
LED-001212821,NQ-TOP-001-S-WHT,판매출고,-1,ORD-000705965,2026-02-24T13:50:00
LED-001787064,NQ-TOP-001-L-LYL,반품입고,1,ORD-001042205,2026-07-19T00:00:00
LED-000507962,NQ-TOP-001-2XL-BLK,판매출고,-1,ORD-000294629,2025-06-22T10:53:00
LED-001727306,NQ-ACC-CAP-004-FREE-BEG,판매출고,-1,ORD-001007555,2026-06-09T11:55:00
LED-001736256,NQ-OUT-001-M-BLK,판매출고,-1,ORD-001012758,2026-06-11T19:05:00
LED-000053106,NQ-PNT-001-L-KHK,반품입고,1,ORD-000030276,2024-06-06T00:00:00
LED-000842262,NQ-CLR-MUT-003-S-IVR,판매출고,-1,ORD-000488566,2025-11-09T22:45:00
LED-001920531,NQ-TOP-002-L-WHT,판매출고,-1,ORD-001120015,2026-07-25T12:31:00
LED-001471333,NQ-TOP-005-XL-NVY,판매출고,-1,ORD-000857940,2026-04-09T11:07:00
LED-000805746,NQ-PNT-001-L-KHK,판매출고,-1,ORD-000467378,2025-10-24T11:05:00
LED-000753581,NQ-CLR-WRM-001-L-CRM,판매출고,-1,ORD-000437210,2025-10-01T14:45:00
LED-001391133,NQ-ACC-BAG-001-FREE-WHT,판매출고,-1,ORD-000810972,2026-03-21T13:26:00
LED-000289462,NQ-PNT-003-XL-BEG,판매출고,-1,ORD-000168191,2025-03-03T08:50:00
LED-001040826,NQ-TOP-003-XL-BLK,판매출고,-1,ORD-000605163,2025-12-28T21:38:00
LED-001392922,NQ-ACC-BAG-001-FREE-WHT,판매출고,-1,ORD-000812045,2026-03-21T16:33:00
LED-000804290,NQ-PNT-001-2XL-NVY,판매출고,-1,ORD-000466526,2025-10-23T13:29:00
LED-000048944,NQ-PNT-001-XL-BLK,반품입고,1,ORD-000027861,2024-05-31T00:00:00
LED-000013240,NQ-CLR-COOL-002-M-CRM,판매출고,-1,ORD-000006975,2024-03-10T21:55:00
LED-001499344,NQ-TOP-004-2XL-NVY,반품입고,1,ORD-000874195,2026-05-02T00:00:00
LED-000999804,NQ-PNT-002-M-GRY,판매출고,-1,ORD-000581323,2025-12-20T10:48:00
LED-000166614,NQ-CLR-MUT-003-L-IVR,판매출고,-1,ORD-000096414,2024-11-13T12:15:00
LED-002023186,NQ-CLR-WRM-004-L-IVR,판매출고,-1,ORD-001183164,2026-08-03T15:06:00
LED-001746836,NQ-CLR-COOL-002-L-IVR,판매출고,-1,ORD-001018891,2026-06-14T15:02:00
LED-001174422,NQ-TOP-004-L-NVY,판매출고,-1,ORD-000684150,2026-02-08T21:34:00
LED-001399424,NQ-PNT-001-XL-BEG,반품입고,1,ORD-000815915,2026-03-31T00:00:00
LED-001354982,NQ-TOP-001-3XL-GRY,판매출고,-1,ORD-000789392,2026-03-14T09:58:00
LED-000129387,NQ-PNT-002-3XL-GRY,판매출고,-1,ORD-000074709,2024-09-20T20:54:00
LED-001995617,NQ-PNT-002-L-BLK,판매출고,-1,ORD-001165815,2026-08-01T22:52:00
LED-000661822,NQ-TOP-001-L-LYL,판매출고,-1,ORD-000384245,2025-08-20T15:58:00
LED-001602119,NQ-TOP-003-M-NVY,판매출고,-1,ORD-000934223,2026-05-10T17:25:00
LED-001049528,NQ-TOP-001-XL-GRY,판매출고,-1,ORD-000610261,2025-12-31T09:26:00
LED-000537829,NQ-TOP-001-M-LYL,판매출고,-1,ORD-000311962,2025-07-08T15:45:00
LED-000741811,NQ-TOP-004-2XL-BLK,판매출고,-1,ORD-000430379,2025-09-26T19:16:00
LED-000009224,NQ-TOP-001-M-GRY,판매출고,-1,ORD-000004605,2024-03-07T14:13:00
LED-000216839,NQ-PNT-004-XL-BLK,판매출고,-1,ORD-000125688,2024-12-25T23:16:00
LED-001642141,NQ-OUT-001-L-BLK,판매출고,-1,ORD-000957510,2026-05-20T16:12:00
LED-001220641,NQ-TOP-001-2XL-WHT,판매출고,-1,ORD-000710542,2026-02-28T23:02:00
LED-000243430,NQ-PNT-001-L-BEG,판매출고,-1,ORD-000141487,2025-01-14T16:48:00
LED-001298063,NQ-PNT-003-2XL-BEG,판매출고,-1,ORD-000755920,2026-03-08T21:25:00
LED-000745972,NQ-OUT-001-M-BLK,판매출고,-1,ORD-000432809,2025-09-28T14:19:00
LED-000869544,NQ-TOP-002-M-GRY,반품입고,1,ORD-000504602,2025-12-07T00:00:00
LED-001736370,NQ-CLR-WRM-001-L-IVR,불량처리,0,ORD-001012823,2026-06-25T00:00:00
LED-001000758,NQ-PNT-001-S-GRY,판매출고,-1,ORD-000581877,2025-12-20T12:18:00
LED-000497688,NQ-OUT-001-M-BLK,판매출고,-1,ORD-000288613,2025-06-16T18:04:00
LED-001219058,NQ-CLR-MUT-003-S-IVR,판매출고,-1,ORD-000709580,2026-02-27T14:13:00
LED-001202639,NQ-PNT-001-4XL-NVY,판매출고,-1,ORD-000700111,2026-02-20T10:48:00
LED-001538592,NQ-CLR-WRM-001-M-IVR,판매출고,-1,ORD-000896959,2026-04-25T09:37:00
LED-001077827,NQ-CLR-WRM-004-M-IVR,판매출고,-1,ORD-000627315,2026-01-06T10:20:00
LED-001879255,NQ-PNT-001-XS-KHK,반품입고,1,ORD-001095915,2026-07-29T00:00:00
LED-001454187,NQ-CLR-COOL-002-L-IVR,반품입고,1,ORD-000847887,2026-04-30T00:00:00
LED-000271650,NQ-CLR-COOL-002-L-ASH,판매출고,-1,ORD-000157890,2025-02-23T09:00:00
LED-000590250,NQ-TOP-001-M-NVY,판매출고,-1,ORD-000342357,2025-07-29T22:51:00
LED-001076512,NQ-TOP-001-S-ORC,판매출고,-1,ORD-000626547,2026-01-05T23:24:00
LED-001366978,NQ-TOP-001-L-ORC,판매출고,-1,ORD-000796715,2026-03-15T18:45:00
LED-001503962,NQ-PNT-001-L-BEG,반품입고,1,ORD-000876851,2026-05-06T00:00:00
LED-001495985,NQ-PNT-003-XS-GRY,판매출고,-1,ORD-000872251,2026-04-15T20:28:00
LED-001668054,NQ-TOP-002-L-GRY,판매출고,-1,ORD-000972689,2026-05-26T16:20:00
LED-001662937,NQ-CLR-COOL-002-L-IVR,판매출고,-1,ORD-000969669,2026-05-25T10:13:00
LED-000072017,NQ-CLR-COOL-002-M-ASH,판매출고,-1,ORD-000041346,2024-07-01T14:32:00
LED-000691621,NQ-OUT-002-S-BLK,판매출고,-1,ORD-000401252,2025-09-05T23:29:00
LED-000017929,NQ-PNT-003-S-GRY,판매출고,-1,ORD-000009709,2024-03-14T23:11:00
LED-001607035,NQ-TOP-004-L-BLK,판매출고,-1,ORD-000937113,2026-05-11T08:55:00
LED-000751701,NQ-TOP-003-M-NVY,판매출고,-1,ORD-000436131,2025-09-30T18:05:00
LED-001506225,NQ-PNT-003-XS-BEG,판매출고,-1,ORD-000878133,2026-04-17T10:10:00
LED-000427513,NQ-OUT-001-M-BLK,판매출고,-1,ORD-000247917,2025-05-07T18:39:00
LED-001333037,NQ-TOP-001-XL-BLK,판매출고,-1,ORD-000776484,2026-03-11T20:38:00
LED-000410194,NQ-TOP-001-3XL-BLK,판매출고,-1,ORD-000237836,2025-04-27T13:53:00
LED-001500894,NQ-DRS-001-L-IVR,판매출고,-1,ORD-000875076,2026-04-16T18:13:00
LED-002094271,NQ-ACC-BAG-001-FREE-WHT,판매출고,-1,ORD-001229743,2026-08-11T13:45:00
LED-001546693,NQ-TOP-003-M-NVY,판매출고,-1,ORD-000901708,2026-04-27T15:10:00
LED-000632008,NQ-PNT-002-L-BLK,판매출고,-1,ORD-000367035,2025-08-08T10:09:00
LED-001626331,NQ-OUT-001-M-BLK,판매출고,-1,ORD-000948300,2026-05-16T19:19:00
LED-000580115,NQ-OUT-001-M-BEG,반품입고,1,ORD-000336446,2025-08-08T00:00:00
LED-001969313,NQ-TOP-001-L-WHT,판매출고,-1,ORD-001149590,2026-07-29T19:16:00
LED-000363310,NQ-OUT-001-L-NVY,판매출고,-1,ORD-000210706,2025-03-30T11:39:00
LED-001368634,NQ-TOP-001-XL-LYL,판매출고,-1,ORD-000797677,2026-03-15T23:21:00
LED-001366019,NQ-ACC-BAG-001-FREE-BLK,판매출고,-1,ORD-000796124,2026-03-14T21:54:00
LED-001862466,NQ-ACC-BLT-002-FREE-BRN,반품입고,1,ORD-001086177,2026-07-31T00:00:00
LED-000031001,NQ-PNT-001-L-BEG,반품입고,1,ORD-000017327,2024-04-17T00:00:00
LED-001119232,NQ-OUT-001-L-BLK,판매출고,-1,ORD-000652405,2026-01-15T08:36:00
LED-000806754,TRD-OUT-02-WAV-002-L-BEG,판매출고,-1,ORD-000467964,2025-10-24T14:46:00
LED-000855928,NQ-PNT-001-2XL-GRY,반품입고,1,ORD-000496619,2025-11-23T00:00:00
LED-000609198,NQ-TOP-001-M-GRY,판매출고,-1,ORD-000353496,2025-08-03T19:49:00
LED-000656228,NQ-TOP-001-2XL-NVY,판매출고,-1,ORD-000381069,2025-08-17T20:16:00
LED-001966352,NQ-TOP-003-3XL-WHT,판매출고,-1,ORD-001147789,2026-07-29T11:28:00
LED-000823305,NQ-OUT-001-M-BEG,반품입고,1,ORD-000477550,2025-11-22T00:00:00
LED-000567508,NQ-TOP-001-L-SKB,판매출고,-1,ORD-000329176,2025-07-25T19:10:00
LED-000591081,NQ-CLR-WRM-004-S-CRM,판매출고,-1,ORD-000342846,2025-07-30T09:37:00
LED-001871441,NQ-CLR-WRM-004-L-CRM,판매출고,-1,ORD-001091361,2026-07-13T11:20:00
LED-002017646,NQ-PNT-003-2XL-BLK,판매출고,-1,ORD-001179679,2026-08-03T19:22:00
LED-000195878,NQ-PNT-003-XS-GRY,판매출고,-1,ORD-000113483,2024-12-04T10:36:00
LED-001042461,NQ-TOP-004-L-WHT,판매출고,-1,ORD-000606127,2025-12-29T16:11:00
LED-001680890,NQ-TOP-001-2XL-WHT,판매출고,-1,ORD-000980231,2026-05-29T21:46:00
LED-002050291,NQ-PNT-003-M-BEG,판매출고,-1,ORD-001200674,2026-08-06T20:24:00
LED-001178649,NQ-PNT-003-XL-GRY,판매출고,-1,ORD-000686585,2026-02-09T19:15:00
LED-000288021,NQ-CLR-COOL-005-L-CRM,판매출고,-1,ORD-000167357,2025-03-03T15:47:00
LED-000938519,NQ-OUT-002-M-BEG,판매출고,-1,ORD-000545740,2025-11-30T21:18:00
LED-001041943,NQ-PNT-001-S-KHK,판매출고,-1,ORD-000605832,2025-12-29T17:15:00
LED-000300428,NQ-CLR-MUT-003-L-IVR,판매출고,-1,ORD-000174483,2025-03-06T16:27:00
LED-001278962,NQ-PNT-001-L-BLK,판매출고,-1,ORD-000744654,2026-03-06T12:19:00
LED-001962669,NQ-CLR-MUT-003-L-CRM,판매출고,-1,ORD-001145489,2026-07-28T08:07:00
LED-001577091,NQ-PNT-002-XL-GRY,판매출고,-1,ORD-000919560,2026-05-04T11:48:00
LED-000984534,NQ-PNT-001-L-GRY,불량처리,0,ORD-000572270,2026-01-06T00:00:00
LED-001564248,NQ-TOP-002-XS-NVY,판매출고,-1,ORD-000912014,2026-05-01T19:13:00
LED-001138915,NQ-OUT-001-L-BLK,반품입고,1,ORD-000663865,2026-02-06T02:00:00
LED-002038875,NQ-PNT-001-3XL-BLK,판매출고,-1,ORD-001193344,2026-08-05T12:10:00
LED-000214645,NQ-TOP-002-XL-NVY,반품입고,1,ORD-000124393,2025-01-17T00:00:00
LED-000995770,NQ-OUT-002-S-GRY,판매출고,-1,ORD-000578833,2025-12-19T21:53:00
LED-002087816,NQ-OUT-002-S-GRY,판매출고,-1,ORD-001225465,2026-08-10T11:19:00
LED-000341924,NQ-PNT-001-L-BLK,판매출고,-1,ORD-000198472,2025-03-18T08:06:00
LED-000917397,NQ-CLR-WRM-001-L-IVR,판매출고,-1,ORD-000532932,2025-11-27T21:49:00
LED-001330548,NQ-CLR-MUT-003-S-ASH,판매출고,-1,ORD-000775052,2026-03-11T21:29:00
LED-000143760,NQ-CLR-COOL-005-M-CRM,판매출고,-1,ORD-000083048,2024-10-11T13:50:00
LED-000807866,NQ-CLR-COOL-002-M-IVR,판매출고,-1,ORD-000468600,2025-10-25T15:21:00
LED-000787081,NQ-OUT-002-L-NVY,판매출고,-1,ORD-000456537,2025-10-16T17:11:00
LED-000758197,NQ-PNT-001-L-NVY,판매출고,-1,ORD-000439874,2025-10-04T08:18:00
LED-000049291,NQ-TOP-001-L-GRY,판매출고,-1,ORD-000028068,2024-05-18T11:22:00
LED-000413876,NQ-TOP-001-XL-LYL,판매출고,-1,ORD-000240018,2025-04-29T18:11:00
LED-001770860,NQ-TOP-002-M-WHT,판매출고,-1,ORD-001032836,2026-06-20T10:31:00
LED-000859236,NQ-PNT-001-L-GRY,판매출고,-1,ORD-000498576,2025-11-16T08:12:00
LED-001909469,NQ-TOP-003-L-NVY,판매출고,-1,ORD-001113571,2026-07-22T12:05:00
LED-000869153,NQ-CLR-WRM-001-S-CRM,판매출고,-1,ORD-000504366,2025-11-20T23:39:00
LED-001989667,NQ-CLR-MUT-003-L-ASH,판매출고,-1,ORD-001162164,2026-07-31T10:40:00
LED-001749787,NQ-TOP-003-2XL-WHT,판매출고,-1,ORD-001020651,2026-06-14T08:36:00
LED-000039818,NQ-TOP-002-2XL-WHT,판매출고,-1,ORD-000022510,2024-04-28T12:11:00
LED-000464018,NQ-CLR-WRM-001-S-CRM,판매출고,-1,ORD-000269087,2025-05-28T19:57:00
LED-001266693,NQ-PNT-004-XL-GRY,판매출고,-1,ORD-000737506,2026-03-05T13:01:00
LED-000821886,NQ-PNT-001-XL-GRY,판매출고,-1,ORD-000476712,2025-10-31T15:59:00
LED-000161704,NQ-TOP-001-M-NVY,판매출고,-1,ORD-000093518,2024-11-06T10:49:00
LED-000567821,NQ-PNT-003-L-BLK,판매출고,-1,ORD-000329361,2025-07-25T17:53:00
LED-000833270,NQ-OUT-002-M-BEG,판매출고,-1,ORD-000483326,2025-11-05T16:47:00
LED-000225185,NQ-PNT-001-3XL-GRY,판매출고,-1,ORD-000130571,2024-12-31T11:32:00
LED-000844233,NQ-TOP-001-L-BLK,반품입고,1,ORD-000489718,2025-11-20T00:00:00
LED-000459886,NQ-CLR-WRM-001-S-CRM,판매출고,-1,ORD-000266670,2025-05-25T10:30:00
LED-001209541,NQ-TOP-001-XL-WHT,판매출고,-1,ORD-000704088,2026-02-22T22:45:00
LED-002050437,NQ-PNT-002-S-BLK,판매출고,-1,ORD-001200785,2026-08-06T13:23:00
LED-000017498,NQ-CLR-WRM-001-M-CRM,판매출고,-1,ORD-000009468,2024-03-14T16:02:00
LED-001484173,NQ-ACC-PCH-005-FREE-BLK,판매출고,-1,ORD-000865360,2026-04-12T21:16:00
LED-000499120,NQ-TOP-001-3XL-BLK,판매출고,-1,ORD-000289459,2025-06-16T09:29:00
LED-001936114,NQ-DRS-001-M-IVR,판매출고,-1,ORD-001129250,2026-07-26T12:02:00
LED-000161201,NQ-PNT-001-XL-KHK,반품입고,1,ORD-000093225,2024-11-29T00:00:00
LED-002033003,NQ-PNT-001-S-BLK,판매출고,-1,ORD-001189561,2026-08-04T22:12:00
LED-001321841,NQ-CLR-MUT-003-L-IVR,판매출고,-1,ORD-000769945,2026-03-10T08:17:00
LED-001178842,NQ-PNT-001-2XL-BEG,판매출고,-1,ORD-000686684,2026-02-09T10:16:00
LED-001491651,NQ-PNT-001-3XL-BLK,판매출고,-1,ORD-000869737,2026-04-13T13:07:00
LED-000924591,NQ-OUT-001-L-NVY,불량처리,0,ORD-000537357,2025-12-18T00:00:00
LED-001478283,NQ-TOP-003-XL-BLK,판매출고,-1,ORD-000861955,2026-04-11T10:06:00
LED-000541521,NQ-TOP-002-XL-BLK,판매출고,-1,ORD-000314078,2025-07-10T16:33:00
LED-001354775,NQ-PNT-001-L-KHK,판매출고,-1,ORD-000789268,2026-03-14T15:54:00
LED-001070364,NQ-PNT-001-3XL-NVY,판매출고,-1,ORD-000622741,2026-01-04T20:55:00
LED-001216865,NQ-PNT-001-L-BEG,판매출고,-1,ORD-000708326,2026-02-26T16:13:00
LED-000337666,NQ-PNT-001-L-NVY,판매출고,-1,ORD-000196047,2025-03-16T23:56:00
LED-001681866,NQ-TOP-001-4XL-NVY,판매출고,-1,ORD-000980823,2026-05-30T20:18:00
LED-000487653,NQ-PNT-001-L-GRY,반품입고,1,ORD-000282835,2025-06-25T00:00:00
LED-000780234,TRD-TOP-01-NAT-003-S-IVR,판매출고,-1,ORD-000452560,2025-10-12T19:26:00
LED-000112230,NQ-TOP-003-L-WHT,판매출고,-1,ORD-000064681,2024-08-23T21:34:00
LED-000606108,NQ-CLR-WRM-004-M-IVR,판매출고,-1,ORD-000351685,2025-08-02T23:02:00
LED-000977918,NQ-PNT-001-M-BLK,반품입고,1,ORD-000568519,2026-01-05T00:00:00
LED-000921246,NQ-OUT-001-M-GRY,판매출고,-1,ORD-000535259,2025-11-28T11:55:00
LED-000539007,NQ-TOP-003-2XL-BLK,판매출고,-1,ORD-000312625,2025-07-09T14:09:00
LED-001021254,NQ-TOP-001-L-ORC,판매출고,-1,ORD-000593615,2025-12-24T14:22:00
LED-000075109,NQ-CLR-MUT-003-M-ASH,판매출고,-1,ORD-000043200,2024-07-07T20:55:00
LED-000981151,NQ-TOP-005-S-NVY,판매출고,-1,ORD-000570340,2025-12-16T14:17:00
LED-000908999,NQ-TOP-001-L-NVY,반품입고,1,ORD-000527926,2025-12-14T00:00:00
LED-001035846,NQ-TOP-001-S-ORC,반품입고,1,ORD-000602083,2026-01-17T00:00:00
LED-000946524,NQ-PNT-001-2XL-KHK,반품입고,1,ORD-000550582,2025-12-30T00:00:00
LED-001651441,NQ-OUT-002-M-GRY,반품입고,1,ORD-000962956,2026-06-04T00:00:00
LED-001347351,NQ-ACC-BAG-001-FREE-BEG,반품입고,1,ORD-000784939,2026-04-10T00:00:00
LED-001672364,NQ-PNT-003-XL-BLK,판매출고,-1,ORD-000975201,2026-05-27T13:13:00
LED-001668270,NQ-CLR-MUT-003-M-ASH,판매출고,-1,ORD-000972812,2026-05-26T08:36:00
LED-001825117,NQ-TOP-001-2XL-BLK,판매출고,-1,ORD-001064422,2026-07-02T09:45:00
LED-000382666,NQ-CLR-MUT-003-S-IVR,반품입고,1,ORD-000221835,2025-05-04T00:00:00
LED-001808891,NQ-OUT-001-M-BLK,판매출고,-1,ORD-001054906,2026-06-28T22:17:00
LED-001453560,NQ-TOP-001-2XL-BLK,판매출고,-1,ORD-000847540,2026-04-05T08:15:00
LED-001040064,NQ-TOP-003-S-GRY,판매출고,-1,ORD-000604666,2025-12-28T12:17:00
LED-000718606,NQ-TOP-001-M-WHT,판매출고,-1,ORD-000416913,2025-09-16T15:00:00
LED-000791267,NQ-PNT-002-XL-BLK,판매출고,-1,ORD-000459019,2025-10-18T19:31:00
LED-001355655,NQ-TOP-001-L-GRY,반품입고,1,ORD-000789781,2026-04-10T00:00:00
LED-001491944,NQ-TOP-001-XL-LYL,판매출고,-1,ORD-000869903,2026-04-14T21:40:00
LED-000575947,NQ-TOP-001-XL-GRY,판매출고,-1,ORD-000334054,2025-07-26T22:23:00
LED-001745907,NQ-TOP-001-L-WHT,판매출고,-1,ORD-001018361,2026-06-13T09:01:00
LED-001948727,NQ-CLR-WRM-001-S-CRM,판매출고,-1,ORD-001136866,2026-07-27T09:20:00
LED-000905941,NQ-TOP-004-2XL-WHT,판매출고,-1,ORD-000526154,2025-11-25T21:02:00
LED-001347647,NQ-CLR-MUT-003-L-ASH,판매출고,-1,ORD-000785116,2026-03-13T13:32:00
LED-002040301,NQ-TOP-001-S-BLK,판매출고,-1,ORD-001194226,2026-08-05T11:23:00
LED-000473082,NQ-PNT-002-L-BEG,판매출고,-1,ORD-000274357,2025-06-02T16:03:00
LED-000779117,NQ-PNT-001-M-NVY,판매출고,-1,ORD-000451920,2025-10-12T22:33:00
LED-001728685,NQ-OUT-001-M-BEG,판매출고,-1,ORD-001008343,2026-06-09T15:32:00
LED-000307044,NQ-TOP-001-XL-ORC,판매출고,-1,ORD-000178243,2025-03-08T22:36:00
LED-000661595,NQ-OUT-001-S-BLK,판매출고,-1,ORD-000384106,2025-08-20T14:50:00
LED-001488389,NQ-OUT-002-S-GRY,판매출고,-1,ORD-000867843,2026-04-13T19:56:00
LED-001509812,NQ-TOP-003-4XL-GRY,판매출고,-1,ORD-000880195,2026-04-18T23:39:00
LED-001846588,NQ-TOP-001-L-GRY,판매출고,-1,ORD-001076846,2026-07-07T20:33:00
LED-000384298,NQ-TOP-001-L-WHT,판매출고,-1,ORD-000222784,2025-04-12T18:21:00
LED-001043557,NQ-TOP-001-4XL-GRY,판매출고,-1,ORD-000606749,2025-12-29T12:40:00
LED-001363270,NQ-CLR-MUT-003-L-ASH,판매출고,-1,ORD-000794403,2026-03-14T18:44:00
LED-000445617,NQ-TOP-001-S-WHT,반품입고,1,ORD-000258353,2025-06-10T00:00:00
LED-001685895,NQ-OUT-003-M-BLK,판매출고,-1,ORD-000983230,2026-05-30T13:43:00
LED-001465407,NQ-TOP-001-L-LYL,반품입고,1,ORD-000854517,2026-04-15T00:00:00
LED-001189248,NQ-CLR-WRM-001-M-IVR,판매출고,-1,ORD-000692534,2026-02-14T23:51:00
LED-000573495,NQ-TOP-001-L-BLK,반품입고,1,ORD-000332635,2025-08-22T00:00:00
LED-001057271,NQ-TOP-001-L-SKB,판매출고,-1,ORD-000614776,2026-01-01T16:28:00
LED-000763901,NQ-OUT-001-S-GRY,판매출고,-1,ORD-000443195,2025-10-05T15:59:00
LED-001660916,NQ-TOP-001-L-NVY,판매출고,-1,ORD-000968488,2026-05-24T09:08:00
LED-001322774,NQ-TOP-001-4XL-LYL,판매출고,-1,ORD-000770501,2026-03-10T13:14:00
LED-000511100,NQ-TOP-001-L-WHT,판매출고,-1,ORD-000296526,2025-06-23T10:28:00
LED-000189395,NQ-TOP-002-L-GRY,판매출고,-1,ORD-000109697,2024-11-29T13:42:00
LED-001538843,NQ-CLR-MUT-003-L-ASH,판매출고,-1,ORD-000897109,2026-04-25T22:17:00
LED-001325448,NQ-CLR-COOL-002-L-ASH,판매출고,-1,ORD-000772107,2026-03-10T09:24:00
LED-001200120,NQ-OUT-001-S-NVY,판매출고,-1,ORD-000698676,2026-02-19T16:13:00
LED-001613027,NQ-TOP-001-4XL-BLK,불량처리,0,ORD-000940553,2026-05-22T00:00:00
LED-001807901,NQ-CLR-WRM-001-L-CRM,판매출고,-1,ORD-001054324,2026-06-28T14:10:00
LED-001733846,NQ-PNT-002-XL-GRY,반품입고,1,ORD-001011354,2026-07-02T00:00:00
LED-001026577,NQ-TOP-001-L-NVY,판매출고,-1,ORD-000596622,2025-12-26T19:33:00
LED-000629937,NQ-TOP-001-S-ORC,판매출고,-1,ORD-000365804,2025-08-08T15:24:00
LED-000782808,NQ-OUT-001-S-BEG,반품입고,1,ORD-000454023,2025-11-10T00:00:00
LED-000972539,NQ-OUT-001-S-NVY,판매출고,-1,ORD-000565450,2025-12-13T14:44:00
LED-001877349,NQ-CLR-COOL-002-S-CRM,판매출고,-1,ORD-001094796,2026-07-14T22:38:00
LED-001896308,NQ-TOP-005-XL-WHT,판매출고,-1,ORD-001105852,2026-07-19T10:26:00
LED-000373092,NQ-PNT-001-2XL-GRY,판매출고,-1,ORD-000216323,2025-04-05T09:37:00
LED-001892656,NQ-OUT-001-L-BEG,판매출고,-1,ORD-001103737,2026-07-18T08:28:00
LED-000248146,NQ-PNT-001-L-KHK,판매출고,-1,ORD-000144255,2025-01-20T18:43:00
LED-002054006,NQ-TOP-001-S-BLK,판매출고,-1,ORD-001203076,2026-08-07T20:54:00
LED-000414023,NQ-TOP-001-XL-LYL,판매출고,-1,ORD-000240104,2025-04-29T09:57:00
LED-000182771,NQ-PNT-001-M-NVY,판매출고,-1,ORD-000105785,2024-11-25T09:07:00
LED-001150865,NQ-TOP-001-XL-BLK,반품입고,1,ORD-000670736,2026-02-13T00:00:00
LED-000251350,NQ-TOP-001-L-LYL,판매출고,-1,ORD-000146069,2025-01-25T18:51:00
LED-001427968,NQ-CLR-MUT-003-L-CRM,판매출고,-1,ORD-000832586,2026-03-29T19:06:00
LED-000647854,NQ-TOP-001-M-GRY,판매출고,-1,ORD-000376252,2025-08-13T21:46:00
